25C-L8R0,,
Time (min),Intensity (a.u.),
79.28118134,302.9068909,
79.29785156,302.8012695,
79.31452179,304.9970093,
79.33118439,301.4207153,
79.34785461,303.3651733,
79.36451721,302.4645386,
79.38118744,302.8179932,
79.39785004,303.839386,
79.41452026,302.9606018,
79.43118286,306.1920471,
79.44785309,305.4856567,
79.46451569,305.23703,
79.48118591,306.7667236,
79.49784851,306.3084717,
79.51451874,302.293335,
79.53118134,306.0735474,
79.54785156,307.7517395,
79.56452179,308.4172058,
79.58118439,310.2303162,
79.59785461,305.5939636,
79.61451721,304.4966431,
79.63118744,304.7989502,
79.64785004,305.1777039,
79.66452026,305.3833923,
79.68118286,307.8872375,
79.69785309,309.2452393,
79.71451569,309.6890869,
79.73118591,305.901886,
79.74784851,308.620697,
79.76451874,305.0885315,
79.78118134,305.2063904,
79.79785156,309.3784485,
79.81452179,307.7711182,
79.83118439,307.9283142,
79.84785461,304.111145,
79.86451721,308.0287781,
79.88118744,306.0223083,
79.89785004,308.8823547,
79.91452026,304.7194214,
79.93118286,307.7547607,
79.94785309,308.4360046,
79.96451569,309.2752991,
79.98118591,309.0476379,
79.99784851,308.0499268,
80.01451874,307.2041321,
80.03118134,309.4972534,
80.04785156,309.0427551,
80.06452179,311.2298279,
80.08118439,304.0577698,
80.09785461,308.9282227,
80.11451721,308.9248047,
80.13118744,307.9039307,
80.14785004,308.2823792,
80.16452026,309.6968079,
80.18118286,311.0318604,
80.19785309,307.910675,
80.21451569,313.5479126,
80.23118591,305.6725769,
